epoch,train_loss,test_loss,sim_diag_mean,sim_offdiag_mean,sim_gap,temperature,lr,epoch_seconds
1,4.300155455499049,4.062191422981552,0.5358784671783448,0.17964881333320248,0.35622965384514227,0.19778934121131897,0.000225,86.06994128227234
2,3.983638462203238,3.9366361129133005,0.5705358514785767,0.14280264956292132,0.42773320191565534,0.19352106750011444,7.500000000000003e-05,83.77220058441162
3,3.849961926565146,3.8183424774604506,0.5904520083427429,0.14360798781226405,0.4468440205304789,0.19120770692825317,0.0,84.03341388702393
